"jahr","gemnr","pop"
"2017","10508",2188
"2018","10508",2176
"2019","10508",2156
"2020","10508",2172
"2021","10508",2144
"2022","10508",2165
"2023","10508",2208
"2024","10508",2221
"2025","10508",2241
"2002","10509",2073
"2003","10509",2090
"2004","10509",2072
"2005","10509",2072
"2006","10509",2073
"2007","10509",2078
"2008","10509",2082
"2009","10509",2098
"2010","10509",2053
"2011","10509",2053
"2012","10509",2065
"2013","10509",2047
"2014","10509",2021
"2015","10509",2018
"2016","10509",2008
"2017","10509",1984
"2018","10509",1959
"2019","10509",1977
"2020","10509",1995
"2021","10509",1965
"2022","10509",1956
"2023","10509",1962
"2024","10509",1963
"2025","10509",1941
"2002","10510",788
"2003","10510",771
"2004","10510",777
"2005","10510",781
"2006","10510",772
"2007","10510",762
"2008","10510",742
"2009","10510",743
"2010","10510",728
"2011","10510",728
"2012","10510",720
"2013","10510",728
"2014","10510",743
"2015","10510",744
"2016","10510",729
"2017","10510",736
"2018","10510",720
"2019","10510",716
"2020","10510",712
"2021","10510",707
"2022","10510",703
"2023","10510",714
"2024","10510",705
"2025","10510",712
"2002","10511",741
"2003","10511",737
"2004","10511",741
"2005","10511",743
"2006","10511",736
"2007","10511",725
"2008","10511",722
"2009","10511",712
"2010","10511",701
"2011","10511",708
"2012","10511",725
"2013","10511",724
"2014","10511",726
"2015","10511",720
"2016","10511",725
"2017","10511",732
"2018","10511",720
"2019","10511",718
"2020","10511",741
"2021","10511",778
"2022","10511",768
"2023","10511",770
"2024","10511",774
"2025","10511",784
"2002","10512",445
"2003","10512",431
"2004","10512",421
"2005","10512",426
"2006","10512",434
"2007","10512",442
"2008","10512",441
"2009","10512",430
"2010","10512",421
"2011","10512",432
"2012","10512",416
"2013","10512",407
"2014","10512",408
"2015","10512",403
"2016","10512",390
"2017","10512",391
"2018","10512",396
"2019","10512",397
"2020","10512",384
"2021","10512",383
"2022","10512",385
"2023","10512",385
"2024","10512",385
"2025","10512",375
"2002","10601",1050
"2003","10601",1046
"2004","10601",1050
"2005","10601",1052
"2006","10601",1054
"2007","10601",1052
"2008","10601",1089
"2009","10601",1135
"2010","10601",1146
"2011","10601",1129
"2012","10601",1141
"2013","10601",1164
"2014","10601",1182
"2015","10601",1193
"2016","10601",1184
"2017","10601",1174
"2018","10601",1199
"2019","10601",1224
"2020","10601",1227
"2021","10601",1226
"2022","10601",1244
"2023","10601",1230
"2024","10601",1231
"2025","10601",1233
"2002","10602",2802
"2003","10602",2781
"2004","10602",2765
"2005","10602",2769
"2006","10602",2809
"2007","10602",2816
"2008","10602",2828
"2009","10602",2851
"2010","10602",2841
"2011","10602",2845
"2012","10602",2805
"2013","10602",2799
"2014","10602",2799
"2015","10602",2781
"2016","10602",2809
"2017","10602",2810
"2018","10602",2796
"2019","10602",2779
"2020","10602",2778
"2021","10602",2800
"2022","10602",2802
"2023","10602",2777
"2024","10602",2791
"2025","10602",2800
"2002","10603",892
"2003","10603",901
"2004","10603",902
"2005","10603",915
"2006","10603",927
"2007","10603",923
"2008","10603",947
"2009","10603",961
"2010","10603",970
"2011","10603",958
"2012","10603",953
"2013","10603",952
"2014","10603",935
"2015","10603",956
"2016","10603",994
"2017","10603",1009
"2018","10603",1009
"2019","10603",1023
"2020","10603",1020
"2021","10603",1012
"2022","10603",1037
"2023","10603",1061
"2024","10603",1091
"2025","10603",1103
"2002","10604",1273
"2003","10604",1264
"2004","10604",1259
"2005","10604",1249
"2006","10604",1240
"2007","10604",1254
"2008","10604",1270
"2009","10604",1256
"2010","10604",1263
"2011","10604",1254
"2012","10604",1255
"2013","10604",1259
"2014","10604",1237
"2015","10604",1221
"2016","10604",1233
"2017","10604",1214
"2018","10604",1229
"2019","10604",1226
"2020","10604",1195
"2021","10604",1201
"2022","10604",1194
"2023","10604",1205
"2024","10604",1232
"2025","10604",1214
"2002","10605",2008
"2003","10605",1995
"2004","10605",1966
"2005","10605",1957
"2006","10605",1974
"2007","10605",1980
"2008","10605",1986
"2009","10605",1990
"2010","10605",1986
"2011","10605",1978
"2012","10605",1983
"2013","10605",1999
"2014","10605",2045
"2015","10605",2050
"2016","10605",2042
"2017","10605",2097
"2018","10605",2073
"2019","10605",2044
"2020","10605",2074
"2021","10605",2095
"2022","10605",2111
"2023","10605",2080
"2024","10605",2108
"2025","10605",2074
"2002","10606",6253
"2003","10606",6328
"2004","10606",6430
"2005","10606",6536
"2006","10606",6670
"2007","10606",6813
"2008","10606",6804
"2009","10606",6851
"2010","10606",6943
"2011","10606",7021
"2012","10606",7084
"2013","10606",7100
"2014","10606",7118
"2015","10606",7182
"2016","10606",7238
"2017","10606",7315
"2018","10606",7349
"2019","10606",7431
"2020","10606",7456
"2021","10606",7538
"2022","10606",7558
"2023","10606",7514
"2024","10606",7527
"2025","10606",7554
"2002","10607",3997
"2003","10607",4003
"2004","10607",4081
"2005","10607",4207
"2006","10607",4258
"2007","10607",4283
"2008","10607",4280
"2009","10607",4301
"2010","10607",4286
"2011","10607",4309
"2012","10607",4291
"2013","10607",4282
"2014","10607",4320
"2015","10607",4381
"2016","10607",4404
"2017","10607",4478
"2018","10607",4564
"2019","10607",4551
"2020","10607",4641
"2021","10607",4788
"2022","10607",4853
"2023","10607",4921
"2024","10607",4971
"2025","10607",5015
"2002","10608",639
"2003","10608",644
"2004","10608",650
"2005","10608",655
"2006","10608",646
"2007","10608",666
"2008","10608",678
"2009","10608",688
"2010","10608",698
"2011","10608",690
"2012","10608",692
"2013","10608",701
"2014","10608",715
"2015","10608",713
"2016","10608",727
"2017","10608",723
"2018","10608",735
"2019","10608",745
"2020","10608",762
"2021","10608",767
"2022","10608",771
"2023","10608",754
"2024","10608",765
"2025","10608",754
"2002","10609",2678
"2003","10609",2742
"2004","10609",2773
"2005","10609",2787
"2006","10609",2792
"2007","10609",2798
"2008","10609",2815
"2009","10609",2832
"2010","10609",2877
"2011","10609",2900
"2012","10609",2893
"2013","10609",2897
"2014","10609",2894
"2015","10609",2896
"2016","10609",2890
"2017","10609",2946
"2018","10609",2950
"2019","10609",2965
"2020","10609",2983
"2021","10609",2996
"2022","10609",2985
"2023","10609",3096
"2024","10609",3077
"2025","10609",3068
"2002","10610",2706
"2003","10610",2723
"2004","10610",2716
"2005","10610",2691
"2006","10610",2722
"2007","10610",2687
"2008","10610",2697
"2009","10610",2729
"2010","10610",2718
"2011","10610",2718
"2012","10610",2708
"2013","10610",2731
"2014","10610",2692
"2015","10610",2720
"2016","10610",2764
"2017","10610",2759
"2018","10610",2707
"2019","10610",2672
"2020","10610",2639
"2021","10610",2633
"2022","10610",2614
"2023","10610",2641
"2024","10610",2625
"2025","10610",2684
"2002","10611",1903
"2003","10611",1912
"2004","10611",1940
"2005","10611",1949
"2006","10611",1953
"2007","10611",1983
"2008","10611",1987
"2009","10611",2003
"2010","10611",2046
"2011","10611",2086
"2012","10611",2141
"2013","10611",2172
"2014","10611",2158
"2015","10611",2158
"2016","10611",2150
"2017","10611",2176
"2018","10611",2219
"2019","10611",2226
"2020","10611",2228
"2021","10611",2262
"2022","10611",2252
"2023","10611",2311
"2024","10611",2305
"2025","10611",2355
"2002","10612",2473
"2003","10612",2439
"2004","10612",2424
"2005","10612",2446
"2006","10612",2432
"2007","10612",2410
"2008","10612",2392
"2009","10612",2381
"2010","10612",2392
"2011","10612",2398
"2012","10612",2438
"2013","10612",2421
"2014","10612",2404
"2015","10612",2401
"2016","10612",2401
"2017","10612",2368
"2018","10612",2379
"2019","10612",2395
"2020","10612",2351
"2021","10612",2354
"2022","10612",2397
"2023","10612",2406
"2024","10612",2388
"2025","10612",2360
"2002","10613",1291
"2003","10613",1286
"2004","10613",1286
"2005","10613",1307
"2006","10613",1289
"2007","10613",1279
"2008","10613",1275
"2009","10613",1292
"2010","10613",1282
"2011","10613",1274
"2012","10613",1291
"2013","10613",1258
"2014","10613",1239
"2015","10613",1269
"2016","10613",1269
"2017","10613",1271
"2018","10613",1248
"2019","10613",1241
"2020","10613",1229
"2021","10613",1251
"2022","10613",1269
"2023","10613",1255
"2024","10613",1256
"2025","10613",1253
"2002","10614",1132
"2003","10614",1117
"2004","10614",1128
"2005","10614",1113
"2006","10614",1107
"2007","10614",1115
"2008","10614",1119
"2009","10614",1128
"2010","10614",1126
"2011","10614",1136
"2012","10614",1124
"2013","10614",1141
"2014","10614",1141
"2015","10614",1189
"2016","10614",1186
"2017","10614",1190
"2018","10614",1183
"2019","10614",1174
"2020","10614",1161
"2021","10614",1139
"2022","10614",1157
"2023","10614",1182
"2024","10614",1179
"2025","10614",1183
"2002","10615",2788
"2003","10615",2773
"2004","10615",2766
"2005","10615",2796
"2006","10615",2796
"2007","10615",2804
"2008","10615",2817
"2009","10615",2800
"2010","10615",2793
"2011","10615",2797
"2012","10615",2784
"2013","10615",2770
"2014","10615",2738
"2015","10615",2718
"2016","10615",2745
"2017","10615",2698
"2018","10615",2691
"2019","10615",2681
"2020","10615",2717
"2021","10615",2697
"2022","10615",2758
"2023","10615",2770
"2024","10615",2766
"2025","10615",2792
"2002","10616",735
"2003","10616",728
"2004","10616",719
"2005","10616",715
"2006","10616",711
"2007","10616",715
"2008","10616",729
"2009","10616",744
"2010","10616",745
"2011","10616",745
"2012","10616",770
"2013","10616",762
"2014","10616",753
"2015","10616",763
"2016","10616",760
"2017","10616",771
"2018","10616",758
"2019","10616",757
"2020","10616",774
"2021","10616",768
"2022","10616",783
"2023","10616",806
"2024","10616",825
"2025","10616",846
"2002","10617",886
"2003","10617",889
"2004","10617",882
"2005","10617",876
"2006","10617",866
"2007","10617",864
"2008","10617",858
"2009","10617",868
"2010","10617",879
"2011","10617",888
"2012","10617",899
"2013","10617",911
"2014","10617",889
"2015","10617",873
"2016","10617",876
"2017","10617",880
"2018","10617",894
"2019","10617",873
"2020","10617",885
"2021","10617",885
"2022","10617",912
"2023","10617",919
"2024","10617",926
"2025","10617",922
"2002","10618",1268
"2003","10618",1237
"2004","10618",1243
"2005","10618",1242
"2006","10618",1246
"2007","10618",1260
"2008","10618",1248
"2009","10618",1268
"2010","10618",1275
"2011","10618",1296
"2012","10618",1275
"2013","10618",1277
"2014","10618",1268
"2015","10618",1287
"2016","10618",1301
"2017","10618",1287
"2018","10618",1268
"2019","10618",1275
"2020","10618",1286
"2021","10618",1263
"2022","10618",1255
"2023","10618",1283
"2024","10618",1290
"2025","10618",1320
"2002","10619",605
"2003","10619",602
"2004","10619",607
"2005","10619",607
"2006","10619",608
"2007","10619",606
"2008","10619",618
"2009","10619",617
"2010","10619",622
"2011","10619",621
"2012","10619",592
"2013","10619",599
"2014","10619",607
"2015","10619",613
"2016","10619",626
"2017","10619",638
"2018","10619",642
"2019","10619",643
"2020","10619",636
"2021","10619",641
"2022","10619",641
"2023","10619",640
"2024","10619",630
"2025","10619",624
"2002","10701",2477
"2003","10701",2474
"2004","10701",2450
"2005","10701",2443
"2006","10701",2454
"2007","10701",2421
"2008","10701",2397
"2009","10701",2404
"2010","10701",2390
"2011","10701",2376
"2012","10701",2361
"2013","10701",2342
"2014","10701",2375
"2015","10701",2333
"2016","10701",2349
"2017","10701",2319
"2018","10701",2285
"2019","10701",2262
"2020","10701",2280
"2021","10701",2265
"2022","10701",2254
"2023","10701",2300
"2024","10701",2282
"2025","10701",2266
"2002","10702",1880
"2003","10702",1872
"2004","10702",1850
"2005","10702",1851
"2006","10702",1850
"2007","10702",1814
"2008","10702",1812
"2009","10702",1819
"2010","10702",1825
"2011","10702",1818
"2012","10702",1803
"2013","10702",1790
"2014","10702",1784
"2015","10702",1774
"2016","10702",1765
"2017","10702",1772
"2018","10702",1760
"2019","10702",1755
"2020","10702",1760
"2021","10702",1746
"2022","10702",1734
"2023","10702",1754
"2024","10702",1736
"2025","10702",1749
"2002","10703",2661
"2003","10703",2714
"2004","10703",2771
"2005","10703",2805
"2006","10703",2801
"2007","10703",2830
"2008","10703",2835
"2009","10703",2805
"2010","10703",2781
"2011","10703",2758
"2012","10703",2884
"2013","10703",2903
"2014","10703",2940
"2015","10703",2956
"2016","10703",2965
"2017","10703",2968
"2018","10703",3026
"2019","10703",3124
"2020","10703",3100
"2021","10703",3053
"2022","10703",3042
"2023","10703",3085
"2024","10703",3069
"2025","10703",3108
"2002","10704",548
"2003","10704",539
"2004","10704",537
"2005","10704",545
"2006","10704",555
"2007","10704",567
"2008","10704",580
"2009","10704",576
"2010","10704",566
"2011","10704",605
"2012","10704",600
"2013","10704",611
"2014","10704",606
"2015","10704",606
"2016","10704",611
"2017","10704",597
"2018","10704",611
"2019","10704",605
"2020","10704",619
"2021","10704",626
"2022","10704",656
"2023","10704",645
"2024","10704",652
"2025","10704",643
"2002","10705",2833
"2003","10705",2816
"2004","10705",2813
"2005","10705",2826
"2006","10705",2845
"2007","10705",2847
"2008","10705",2877
"2009","10705",2828
"2010","10705",2829
"2011","10705",2824
"2012","10705",2828
"2013","10705",2830
"2014","10705",2835
"2015","10705",2831
"2016","10705",2835
"2017","10705",2866
"2018","10705",2862
"2019","10705",2859
"2020","10705",2856
"2021","10705",2854
"2022","10705",2875
"2023","10705",2932
"2024","10705",2979
"2025","10705",2963
"2002","10706",1109
"2003","10706",1104
"2004","10706",1119
"2005","10706",1108
"2006","10706",1125
"2007","10706",1138
"2008","10706",1157
"2009","10706",1161
"2010","10706",1189
"2011","10706",1199
"2012","10706",1213
"2013","10706",1234
"2014","10706",1242
"2015","10706",1280
"2016","10706",1305
"2017","10706",1325
"2018","10706",1332
"2019","10706",1338
"2020","10706",1381
"2021","10706",1412
"2022","10706",1442
"2023","10706",1469
"2024","10706",1515
"2025","10706",1518
"2002","10707",3494
"2003","10707",3475
"2004","10707",3512
"2005","10707",3587
"2006","10707",3595
"2007","10707",3600
"2008","10707",3631
"2009","10707",3669
"2010","10707",3664
"2011","10707",3697
"2012","10707",3740
"2013","10707",3734
"2014","10707",3740
"2015","10707",3772
"2016","10707",3849
"2017","10707",3825
"2018","10707",3835
"2019","10707",3864
"2020","10707",3910
"2021","10707",3944
"2022","10707",3960
"2023","10707",4011
"2024","10707",3972
"2025","10707",3937
"2002","10708",1872
"2003","10708",1865
"2004","10708",1865
"2005","10708",1877
"2006","10708",1884
"2007","10708",1892
"2008","10708",1937
"2009","10708",1921
"2010","10708",1930
"2011","10708",1920
"2012","10708",1885
"2013","10708",1904
"2014","10708",1892
"2015","10708",1881
"2016","10708",1882
"2017","10708",1889
"2018","10708",1901
"2019","10708",1922
"2020","10708",1930
"2021","10708",1924
"2022","10708",1926
"2023","10708",1914
"2024","10708",1888
"2025","10708",1871
"2002","10709",2535
"2003","10709",2508
"2004","10709",2502
"2005","10709",2505
"2006","10709",2463
"2007","10709",2450
"2008","10709",2446
"2009","10709",2468
"2010","10709",2463
"2011","10709",2470
"2012","10709",2412
"2013","10709",2395
"2014","10709",2375
"2015","10709",2351
"2016","10709",2359
"2017","10709",2373
"2018","10709",2385
"2019","10709",2369
"2020","10709",2395
"2021","10709",2377
"2022","10709",2372
"2023","10709",2365
"2024","10709",2357
"2025","10709",2333
"2002","10710",1308
"2003","10710",1308
"2004","10710",1327
"2005","10710",1335
"2006","10710",1359
"2007","10710",1396
"2008","10710",1398
"2009","10710",1414
"2010","10710",1459
"2011","10710",1444
"2012","10710",1436
"2013","10710",1433
"2014","10710",1455
"2015","10710",1526
"2016","10710",1564
"2017","10710",1584
"2018","10710",1612
"2019","10710",1635
"2020","10710",1644
"2021","10710",1624
"2022","10710",1626
"2023","10710",1631
"2024","10710",1647
"2025","10710",1655
"2002","10711",1884
"2003","10711",1872
"2004","10711",1858
"2005","10711",1852
"2006","10711",1854
"2007","10711",1869
"2008","10711",1901
"2009","10711",1971
"2010","10711",1998
"2011","10711",2066
"2012","10711",2301
"2013","10711",2533
"2014","10711",2710
"2015","10711",2872
"2016","10711",3000
"2017","10711",3073
"2018","10711",3162
"2019","10711",3250
"2020","10711",3307
"2021","10711",3418
"2022","10711",3506
"2023","10711",3630
"2024","10711",3727
"2025","10711",3803
"2002","10712",2246
"2003","10712",2254
"2004","10712",2239
"2005","10712",2264
"2006","10712",2270
"2007","10712",2291
"2008","10712",2294
"2009","10712",2282
