"jahr","gemnr","pop","bi_zu","bi_weg","au_zu","au_weg","bi_saldo","au_saldo","bld"
2011,50418,10707,449,531,173,161,-82,12,"5"
2012,50418,10703,441,457,237,178,-16,59,"5"
2013,50418,10779,429,499,197,160,-70,37,"5"
2014,50418,10760,473,519,179,108,-46,71,"5"
2015,50418,10860,501,563,230,148,-62,82,"5"
2016,50418,10954,416,556,170,126,-140,44,"5"
2017,50418,10929,473,564,176,114,-91,62,"5"
2018,50418,10944,408,449,177,126,-41,51,"5"
2019,50418,11017,505,444,206,102,61,104,"5"
2020,50418,11235,463,484,219,147,-21,72,"5"
2021,50418,11331,432,461,173,102,-29,71,"5"
2022,50418,11402,396,500,277,145,-104,132,"5"
2023,50418,11452,415,400,268,145,15,123,"5"
2002,50419,1437,40,34,22,14,6,8,"5"
2003,50419,1469,44,24,25,10,20,15,"5"
2004,50419,1514,37,26,19,5,11,14,"5"
2005,50419,1547,28,39,20,13,-11,7,"5"
2006,50419,1557,30,59,10,13,-29,-3,"5"
2007,50419,1529,40,48,18,4,-8,14,"5"
2008,50419,1534,32,51,22,10,-19,12,"5"
2009,50419,1532,38,38,26,21,0,5,"5"
2010,50419,1541,49,40,24,18,9,6,"5"
2011,50419,1561,75,56,27,21,19,6,"5"
2012,50419,1597,49,91,42,28,-42,14,"5"
2013,50419,1574,47,48,27,24,-1,3,"5"
2014,50419,1585,38,44,26,23,-6,3,"5"
2015,50419,1589,47,47,29,17,0,12,"5"
2016,50419,1607,69,54,20,12,15,8,"5"
2017,50419,1642,60,53,20,15,7,5,"5"
2018,50419,1666,76,86,17,21,-10,-4,"5"
2019,50419,1662,66,46,31,16,20,15,"5"
2020,50419,1700,48,57,28,18,-9,10,"5"
2021,50419,1718,81,72,25,5,9,20,"5"
2022,50419,1754,56,67,40,9,-11,31,"5"
2023,50419,1784,58,75,19,11,-17,8,"5"
2002,50420,3327,127,109,21,13,18,8,"5"
2003,50420,3377,113,114,20,13,-1,7,"5"
2004,50420,3413,117,158,41,24,-41,17,"5"
2005,50420,3394,166,176,25,28,-10,-3,"5"
2006,50420,3396,132,150,28,21,-18,7,"5"
2007,50420,3407,142,160,24,14,-18,10,"5"
2008,50420,3423,163,160,29,22,3,7,"5"
2009,50420,3445,123,170,20,15,-47,5,"5"
2010,50420,3429,147,129,14,15,18,-1,"5"
2011,50420,3469,147,139,29,17,8,12,"5"
2012,50420,3500,137,117,48,21,20,27,"5"
2013,50420,3561,175,168,59,42,7,17,"5"
2014,50420,3592,187,170,30,28,17,2,"5"
2015,50420,3631,185,164,26,21,21,5,"5"
2016,50420,3669,198,179,35,14,19,21,"5"
2017,50420,3736,162,155,37,21,7,16,"5"
2018,50420,3788,165,167,37,29,-2,8,"5"
2019,50420,3819,168,168,41,34,0,7,"5"
2020,50420,3846,190,171,26,17,19,9,"5"
2021,50420,3881,154,146,22,22,8,0,"5"
2022,50420,3896,162,137,17,36,25,-19,"5"
2023,50420,3907,170,143,30,29,27,1,"5"
2002,50421,3549,145,183,27,29,-38,-2,"5"
2003,50421,3518,170,150,46,20,20,26,"5"
2004,50421,3543,142,145,41,30,-3,11,"5"
2005,50421,3533,138,155,23,19,-17,4,"5"
2006,50421,3509,159,159,31,29,0,2,"5"
2007,50421,3509,145,184,32,14,-39,18,"5"
2008,50421,3468,206,169,38,26,37,12,"5"
2009,50421,3522,208,165,21,19,43,2,"5"
2010,50421,3568,129,146,14,13,-17,1,"5"
2011,50421,3549,172,155,21,21,17,0,"5"
2012,50421,3563,131,151,37,34,-20,3,"5"
2013,50421,3542,169,183,38,9,-14,29,"5"
2014,50421,3543,136,171,24,15,-35,9,"5"
2015,50421,3528,177,192,38,33,-15,5,"5"
2016,50421,3503,216,191,32,17,25,15,"5"
2017,50421,3547,186,201,33,34,-15,-1,"5"
2018,50421,3515,155,169,31,24,-14,7,"5"
2019,50421,3505,186,225,41,6,-39,35,"5"
2020,50421,3493,192,214,30,15,-22,15,"5"
2021,50421,3463,212,199,51,25,13,26,"5"
2022,50421,3493,188,183,83,41,5,42,"5"
2023,50421,3520,211,199,59,31,12,28,"5"
2002,50422,511,42,41,44,49,1,-5,"5"
2003,50422,515,71,53,46,44,18,2,"5"
2004,50422,540,38,46,14,49,-8,-35,"5"
2005,50422,499,34,31,23,14,3,9,"5"
2006,50422,516,41,36,9,18,5,-9,"5"
2007,50422,519,20,41,21,13,-21,8,"5"
2008,50422,511,23,30,20,20,-7,0,"5"
2009,50422,510,13,47,6,17,-34,-11,"5"
2010,50422,469,19,14,11,4,5,7,"5"
2011,50422,483,16,26,16,13,-10,3,"5"
2012,50422,481,26,30,9,4,-4,5,"5"
2013,50422,485,20,31,18,8,-11,10,"5"
2014,50422,484,21,40,15,12,-19,3,"5"
2015,50422,474,128,145,13,11,-17,2,"5"
2016,50422,461,35,34,6,9,1,-3,"5"
2017,50422,460,22,21,6,5,1,1,"5"
2018,50422,466,19,28,11,8,-9,3,"5"
2019,50422,463,18,28,9,5,-10,4,"5"
2020,50422,459,27,31,17,10,-4,7,"5"
2021,50422,462,17,34,14,9,-17,5,"5"
2022,50422,451,27,25,7,7,2,0,"5"
2023,50422,458,32,33,6,5,-1,1,"5"
2002,50423,3076,59,70,41,28,-11,13,"5"
2003,50423,3071,68,78,16,29,-10,-13,"5"
2004,50423,3047,74,84,26,22,-10,4,"5"
2005,50423,3042,83,89,13,17,-6,-4,"5"
2006,50423,3029,78,97,13,18,-19,-5,"5"
2007,50423,3011,80,95,29,30,-15,-1,"5"
2008,50423,2993,75,96,32,30,-21,2,"5"
2009,50423,2990,70,92,42,26,-22,16,"5"
2010,50423,2995,79,92,47,22,-13,25,"5"
2011,50423,3008,87,90,35,29,-3,6,"5"
2012,50423,3016,85,101,28,27,-16,1,"5"
2013,50423,3003,81,91,43,24,-10,19,"5"
2014,50423,3030,90,106,61,27,-16,34,"5"
2015,50423,3056,178,161,55,38,17,17,"5"
2016,50423,3085,79,122,63,29,-43,34,"5"
2017,50423,3081,92,115,62,43,-23,19,"5"
2018,50423,3085,114,109,77,43,5,34,"5"
2019,50423,3122,94,142,120,62,-48,58,"5"
2020,50423,3121,104,126,88,63,-22,25,"5"
2021,50423,3116,99,101,88,72,-2,16,"5"
2022,50423,3125,117,127,118,63,-10,55,"5"
2023,50423,3181,140,169,93,67,-29,26,"5"
2002,50424,3098,117,95,19,13,22,6,"5"
2003,50424,3131,119,115,24,7,4,17,"5"
2004,50424,3154,130,139,19,19,-9,0,"5"
2005,50424,3141,114,153,17,28,-39,-11,"5"
2006,50424,3081,114,144,16,32,-30,-16,"5"
2007,50424,3041,150,121,16,15,29,1,"5"
2008,50424,3058,123,147,26,20,-24,6,"5"
2009,50424,3050,136,154,32,25,-18,7,"5"
2010,50424,3028,101,121,36,20,-20,16,"5"
2011,50424,3026,108,146,29,23,-38,6,"5"
2012,50424,2999,126,121,37,21,5,16,"5"
2013,50424,3003,96,141,41,34,-45,7,"5"
2014,50424,2963,139,125,31,19,14,12,"5"
2015,50424,2979,149,151,33,31,-2,2,"5"
2016,50424,2976,178,190,30,13,-12,17,"5"
2017,50424,2970,168,126,35,23,42,12,"5"
2018,50424,3027,146,164,41,16,-18,25,"5"
2019,50424,3037,145,132,38,27,13,11,"5"
2020,50424,3058,125,148,29,32,-23,-3,"5"
2021,50424,3028,153,127,42,19,26,23,"5"
2022,50424,3081,128,142,46,30,-14,16,"5"
2023,50424,3089,128,133,40,34,-5,6,"5"
2002,50425,795,23,24,23,23,-1,0,"5"
2003,50425,796,39,21,36,26,18,10,"5"
2004,50425,828,18,31,15,22,-13,-7,"5"
2005,50425,820,22,36,24,25,-14,-1,"5"
2006,50425,811,55,27,21,33,28,-12,"5"
2007,50425,834,37,28,8,3,9,5,"5"
2008,50425,861,30,24,7,8,6,-1,"5"
2009,50425,876,39,28,14,4,11,10,"5"
2010,50425,900,31,22,2,8,9,-6,"5"
2011,50425,913,15,29,2,5,-14,-3,"5"
2012,50425,899,34,50,17,8,-16,9,"5"
2013,50425,900,53,35,21,11,18,10,"5"
2014,50425,934,41,47,21,11,-6,10,"5"
2015,50425,936,64,40,21,19,24,2,"5"
2016,50425,970,43,50,24,12,-7,12,"5"
2017,50425,989,32,32,23,8,0,15,"5"
2018,50425,1012,46,51,22,13,-5,9,"5"
2019,50425,1029,28,49,31,16,-21,15,"5"
2020,50425,1031,58,47,23,13,11,10,"5"
2021,50425,1064,35,34,19,14,1,5,"5"
2022,50425,1078,48,65,54,21,-17,33,"5"
2023,50425,1099,34,49,50,16,-15,34,"5"
2002,50501,366,7,11,0,3,-4,-3,"5"
2003,50501,359,5,5,0,3,0,-3,"5"
2004,50501,362,3,7,0,0,-4,0,"5"
2005,50501,359,9,9,0,0,0,0,"5"
2006,50501,360,6,3,0,0,3,0,"5"
2007,50501,363,6,8,0,0,-2,0,"5"
2008,50501,363,6,6,0,1,0,-1,"5"
2009,50501,371,7,1,0,1,6,-1,"5"
2010,50501,378,3,12,1,1,-9,0,"5"
2011,50501,368,11,15,1,0,-4,1,"5"
2012,50501,365,2,7,0,1,-5,-1,"5"
2013,50501,359,5,7,0,0,-2,0,"5"
2014,50501,359,1,8,0,1,-7,-1,"5"
2015,50501,351,5,3,0,3,2,-3,"5"
2016,50501,352,4,10,1,0,-6,1,"5"
2017,50501,350,1,16,2,0,-15,2,"5"
2018,50501,337,8,5,0,0,3,0,"5"
2019,50501,345,3,6,1,0,-3,1,"5"
2020,50501,344,6,5,1,2,1,-1,"5"
2021,50501,348,2,6,1,0,-4,1,"5"
2022,50501,345,7,8,1,1,-1,0,"5"
2023,50501,345,4,11,1,1,-7,0,"5"
2002,50502,566,16,18,0,1,-2,-1,"5"
2003,50502,559,10,14,2,0,-4,2,"5"
2004,50502,560,11,14,0,2,-3,-2,"5"
2005,50502,554,8,5,0,0,3,0,"5"
2006,50502,554,8,12,6,0,-4,6,"5"
2007,50502,564,18,8,3,3,10,0,"5"
2008,50502,572,5,12,9,0,-7,9,"5"
2009,50502,576,9,15,0,3,-6,-3,"5"
2010,50502,567,11,26,2,1,-15,1,"5"
2011,50502,557,7,7,0,1,0,-1,"5"
2012,50502,560,8,10,5,1,-2,4,"5"
2013,50502,569,9,5,2,0,4,2,"5"
2014,50502,568,11,13,4,2,-2,2,"5"
2015,50502,573,12,14,4,5,-2,-1,"5"
2016,50502,572,6,20,1,3,-14,-2,"5"
2017,50502,557,11,15,4,2,-4,2,"5"
2018,50502,555,10,11,2,1,-1,1,"5"
2019,50502,552,4,17,1,4,-13,-3,"5"
2020,50502,535,10,16,6,2,-6,4,"5"
2021,50502,533,13,12,5,1,1,4,"5"
2022,50502,541,13,10,8,5,3,3,"5"
2023,50502,547,17,11,1,8,6,-7,"5"
2002,50503,2219,61,59,9,6,2,3,"5"
2003,50503,2227,81,51,3,2,30,1,"5"
2004,50503,2258,76,64,7,5,12,2,"5"
2005,50503,2285,70,84,19,6,-14,13,"5"
2006,50503,2282,53,46,10,8,7,2,"5"
2007,50503,2290,78,63,17,6,15,11,"5"
2008,50503,2321,83,66,13,10,17,3,"5"
2009,50503,2341,85,80,38,30,5,8,"5"
2010,50503,2358,70,88,37,12,-18,25,"5"
2011,50503,2371,91,70,19,22,21,-3,"5"
2012,50503,2376,75,79,23,22,-4,1,"5"
2013,50503,2359,82,90,60,22,-8,38,"5"
2014,50503,2381,112,85,113,154,27,-41,"5"
2015,50503,2368,81,69,31,22,12,9,"5"
2016,50503,2380,75,76,15,9,-1,6,"5"
2017,50503,2358,81,55,20,11,26,9,"5"
2018,50503,2375,82,57,17,10,25,7,"5"
2019,50503,2396,68,56,14,18,12,-4,"5"
2020,50503,2390,90,90,17,4,0,13,"5"
2021,50503,2389,114,67,22,6,47,16,"5"
2022,50503,2449,94,87,49,18,7,31,"5"
2023,50503,2475,104,78,19,15,26,4,"5"
2002,50504,1861,40,70,20,13,-30,7,"5"
2003,50504,1843,33,54,26,18,-21,8,"5"
2004,50504,1818,31,58,27,13,-27,14,"5"
2005,50504,1805,55,73,38,21,-18,17,"5"
2006,50504,1802,39,55,29,23,-16,6,"5"
2007,50504,1784,62,70,54,29,-8,25,"5"
2008,50504,1799,51,69,53,35,-18,18,"5"
2009,50504,1785,43,67,44,38,-24,6,"5"
2010,50504,1751,64,89,47,35,-25,12,"5"
2011,50504,1738,59,79,63,43,-20,20,"5"
2012,50504,1720,58,74,55,48,-16,7,"5"
2013,50504,1702,56,63,65,59,-7,6,"5"
2014,50504,1692,84,52,29,47,32,-18,"5"
2015,50504,1706,89,88,21,26,1,-5,"5"
2016,50504,1699,52,74,21,18,-22,3,"5"
2017,50504,1659,77,101,29,13,-24,16,"5"
2018,50504,1639,65,73,15,17,-8,-2,"5"
2019,50504,1620,60,79,29,21,-19,8,"5"
2020,50504,1599,79,65,12,20,14,-8,"5"
2021,50504,1595,76,51,17,19,25,-2,"5"
2022,50504,1604,77,59,51,33,18,18,"5"
2023,50504,1609,73,78,26,15,-5,11,"5"
2002,50505,627,9,6,2,6,3,-4,"5"
2003,50505,628,5,18,0,0,-13,0,"5"
2004,50505,625,8,33,1,0,-25,1,"5"
2005,50505,602,5,24,2,1,-19,1,"5"
2006,50505,584,7,18,0,0,-11,0,"5"
2007,50505,573,9,14,3,1,-5,2,"5"
2008,50505,576,22,28,1,1,-6,0,"5"
2009,50505,569,14,11,9,2,3,7,"5"
2010,50505,584,11,17,0,3,-6,-3,"5"
2011,50505,573,7,18,5,2,-11,3,"5"
2012,50505,566,16,19,2,6,-3,-4,"5"
2013,50505,566,3,22,2,2,-19,0,"5"
2014,50505,546,9,18,0,1,-9,-1,"5"
2015,50505,537,11,22,1,0,-11,1,"5"
2016,50505,526,3,8,2,0,-5,2,"5"
2017,50505,513,11,15,0,0,-4,0,"5"
2018,50505,510,16,23,1,1,-7,0,"5"
2019,50505,502,9,27,3,2,-18,1,"5"
2020,50505,487,20,22,1,1,-2,0,"5"
2021,50505,485,13,16,1,1,-3,0,"5"
2022,50505,476,23,12,0,1,11,-1,"5"
2023,50505,489,9,9,0,4,0,-4,"5"
2002,50506,1380,24,65,5,22,-41,-17,"5"
2003,50506,1329,22,36,5,7,-14,-2,"5"
2004,50506,1311,46,75,48,7,-29,41,"5"
2005,50506,1326,64,91,41,23,-27,18,"5"
2006,50506,1317,55,87,15,8,-32,7,"5"
2007,50506,1286,77,91,40,12,-14,28,"5"
2008,50506,1308,35,81,8,26,-46,-18,"5"
2009,50506,1243,27,60,6,15,-33,-9,"5"
2010,50506,1205,19,42,12,7,-23,5,"5"
2011,50506,1192,24,47,10,14,-23,-4,"5"
2012,50506,1159,41,47,19,6,-6,13,"5"
2013,50506,1162,43,70,26,18,-27,8,"5"
2014,50506,1138,72,82,26,20,-10,6,"5"
2015,50506,1132,85,113,31,19,-28,12,"5"
2016,50506,1111,43,70,6,6,-27,0,"5"
2017,50506,1086,25,53,9,10,-28,-1,"5"
2018,50506,1059,33,44,17,8,-11,9,"5"
2019,50506,1055,23,36,18,11,-13,7,"5"
2020,50506,1049,23,41,13,13,-18,0,"5"
2021,50506,1038,34,30,15,15,4,0,"5"
2022,50506,1035,26,38,32,15,-12,17,"5"
2023,50506,1040,48,39,20,8,9,12,"5"
2002,50507,736,24,30,5,7,-6,-2,"5"
2003,50507,732,11,22,2,6,-11,-4,"5"
2004,50507,721,22,24,4,0,-2,4,"5"
2005,50507,724,13,30,1,5,-17,-4,"5"
2006,50507,702,21,18,0,1,3,-1,"5"
2007,50507,706,8,17,0,2,-9,-2,"5"
2008,50507,698,26,24,4,3,2,1,"5"
2009,50507,704,22,10,13,1,12,12,"5"
2010,50507,732,29,32,4,10,-3,-6,"5"
2011,50507,723,39,25,7,2,14,5,"5"
2012,50507,749,31,36,3,1,-5,2,"5"
2013,50507,751,21,17,0,0,4,0,"5"
2014,50507,753,23,22,0,4,1,-4,"5"
2015,50507,754,26,26,1,2,0,-1,"5"
2016,50507,755,27,20,2,1,7,1,"5"
2017,50507,764,21,19,0,5,2,-5,"5"
2018,50507,761,19,17,2,3,2,-1,"5"
2019,50507,761,25,25,1,2,0,-1,"5"
2020,50507,767,19,16,2,0,3,2,"5"
2021,50507,774,16,30,4,0,-14,4,"5"
2022,50507,762,12,25,1,2,-13,-1,"5"
2023,50507,748,30,23,5,1,7,4,"5"
2002,50508,777,12,20,4,9,-8,-5,"5"
2003,50508,780,20,21,4,4,-1,0,"5"
2004,50508,777,23,24,4,3,-1,1,"5"
2005,50508,784,18,20,12,5,-2,7,"5"
2006,50508,794,17,18,9,5,-1,4,"5"
2007,50508,800,15,20,1,7,-5,-6,"5"
2008,50508,795,12,30,5,2,-18,3,"5"
2009,50508,778,25,36,4,2,-11,2,"5"
2010,50508,773,29,24,0,4,5,-4,"5"
2011,50508,773,11,25,6,2,-14,4,"5"
2012,50508,759,31,37,6,1,-6,5,"5"
2013,50508,761,15,31,9,6,-16,3,"5"
2014,50508,752,18,34,3,0,-16,3,"5"
2015,50508,743,19,23,6,4,-4,2,"5"
2016,50508,742,32,38,14,2,-6,12,"5"
2017,50508,751,25,45,5,8,-20,-3,"5"
2018,50508,725,24,49,12,3,-25,9,"5"
2019,50508,712,21,31,12,4,-10,8,"5"
2020,50508,718,32,35,8,1,-3,7,"5"
2021,50508,721,13,28,5,5,-15,0,"5"
2022,50508,710,33,45,63,7,-12,56,"5"
2023,50508,761,46,47,31,18,-1,13,"5"
2002,50509,3584,87,130,19,20,-43,-1,"5"
2003,50509,3539,86,88,26,28,-2,-2,"5"
2004,50509,3558,114,81,37,23,33,14,"5"
2005,50509,3621,88,130,25,19,-42,6,"5"
2006,50509,3580,93,126,37,24,-33,13,"5"
2007,50509,3555,96,131,35,18,-35,17,"5"
2008,50509,3531,110,121,26,19,-11,7,"5"
2009,50509,3525,105,144,27,23,-39,4,"5"
2010,50509,3485,113,138,29,23,-25,6,"5"
2011,50509,3480,156,153,49,27,3,22,"5"
2012,50509,3512,125,155,47,35,-30,12,"5"
2013,50509,3507,175,128,27,29,47,-2,"5"
2014,50509,3551,114,126,43,26,-12,17,"5"
2015,50509,3558,152,188,89,26,-36,63,"5"
2016,50509,3588,92,127,30,22,-35,8,"5"
2017,50509,3577,93,165,35,14,-72,21,"5"
2018,50509,3520,118,123,29,20,-5,9,"5"
2019,50509,3521,97,119,34,14,-22,20,"5"
2020,50509,3512,99,135,32,15,-36,17,"5"
2021,50509,3489,87,99,51,34,-12,17,"5"
2022,50509,3488,127,128,92,38,-1,54,"5"
2023,50509,3539,122,108,60,29,14,31,"5"
2002,50510,5883,151,163,31,27,-12,4,"5"
2003,50510,5883,155,167,23,31,-12,-8,"5"
2004,50510,5872,118,197,20,12,-79,8,"5"
2005,50510,5814,147,176,26,3,-29,23,"5"
2006,50510,5814,149,156,23,8,-7,15,"5"
2007,50510,5845,153,177,23,24,-24,-1,"5"
2008,50510,5807,149,203,31,28,-54,3,"5"
2009,50510,5754,148,176,31,23,-28,8,"5"
2010,50510,5737,187,236,22,16,-49,6,"5"
2011,50510,5708,159,225,39,22,-66,17,"5"
2012,50510,5645,184,177,43,26,7,17,"5"
2013,50510,5666,160,238,64,20,-78,44,"5"
2014,50510,5615,171,189,64,23,-18,41,"5"
2015,50510,5629,320,276,84,22,44,62,"5"
2016,50510,5721,210,246,38,56,-36,-18,"5"
2017,50510,5663,275,254,70,38,21,32,"5"
2018,50510,5717,248,243,74,52,5,22,"5"
2019,50510,5730,274,275,77,61,-1,16,"5"
2020,50510,5741,219,300,60,39,-81,21,"5"
2021,50510,5661,205,220,57,33,-15,24,"5"
2022,50510,5665,194,208,182,66,-14,116,"5"
2023,50510,5757,216,248,126,71,-32,55,"5"
2002,50511,335,13,11,0,1,2,-1,"5"
2003,50511,337,8,17,0,0,-9,0,"5"
2004,50511,332,11,9,5,1,2,4,"5"
2005,50511,336,9,4,1,1,5,0,"5"
2006,50511,342,7,13,4,3,-6,1,"5"
2007,50511,339,9,14,2,1,-5,1,"5"
2008,50511,337,11,8,8,0,3,8,"5"
2009,50511,353,10,12,5,8,-2,-3,"5"
2010,50511,347,9,7,0,4,2,-4,"5"
2011,50511,346,10,10,2,2,0,0,"5"
2012,50511,345,3,10,1,0,-7,1,"5"
2013,50511,339,12,13,0,1,-1,-1,"5"
2014,50511,332,11,12,3,2,-1,1,"5"
2015,50511,336,6,20,0,2,-14,-2,"5"
2016,50511,316,13,8,6,5,5,1,"5"
2017,50511,326,10,8,2,0,2,2,"5"
2018,50511,333,19,10,1,0,9,1,"5"
2019,50511,347,8,4,2,1,4,1,"5"
2020,50511,355,8,14,4,3,-6,1,"5"
2021,50511,352,4,9,5,5,-5,0,"5"
2022,50511,348,24,15,5,4,9,1,"5"
2023,50511,356,6,27,4,1,-21,3,"5"
2002,50512,407,44,57,100,82,-13,18,"5"
2003,50512,413,38,56,142,132,-18,10,"5"
2004,50512,404,35,35,105,99,0,6,"5"
2005,50512,410,28,34,98,106,-6,-8,"5"
2006,50512,397,37,30,89,96,7,-7,"5"
2007,50512,399,27,42,58,85,-15,-27,"5"
2008,50512,359,19,33,56,61,-14,-5,"5"
2009,50512,343,19,23,196,57,-4,139,"5"
2010,50512,481,22,28,200,192,-6,8,"5"
2011,50512,483,26,24,204,200,2,4,"5"
2012,50512,490,18,39,144,191,-21,-47,"5"
2013,50512,424,13,28,6,143,-15,-137,"5"
2014,50512,269,12,15,29,12,-3,17,"5"
2015,50512,284,11,19,23,17,-8,6,"5"
2016,50512,280,23,20,16,15,3,1,"5"
2017,50512,284,16,20,14,20,-4,-6,"5"
2018,50512,276,16,21,12,18,-5,-6,"5"
2019,50512,265,9,29,28,16,-20,12,"5"
2020,50512,259,16,26,7,9,-10,-2,"5"
2021,50512,245,11,12,22,4,-1,18,"5"
2022,50512,260,10,28,25,29,-18,-4,"5"
2023,50512,239,18,12,18,20,6,-2,"5"
2002,50513,990,17,30,5,2,-13,3,"5"
2003,50513,987,22,26,1,1,-4,0,"5"
2004,50513,990,27,34,4,1,-7,3,"5"
2005,50513,994,8,17,3,1,-9,2,"5"
2006,50513,994,15,18,5,2,-3,3,"5"
2007,50513,1005,24,31,2,2,-7,0,"5"
2008,50513,1013,23,32,6,3,-9,3,"5"
2009,50513,1016,21,39,4,1,-18,3,"5"
2010,50513,1005,25,32,1,7,-7,-6,"5"
2011,50513,993,34,41,12,6,-7,6,"5"
2012,50513,1000,22,37,13,9,-15,4,"5"
2013,50513,1000,41,26,4,5,15,-1,"5"
2014,50513,1017,34,42,9,7,-8,2,"5"
2015,50513,1010,30,36,10,0,-6,10,"5"
2016,50513,1016,40,40,5,6,0,-1,"5"
2017,50513,1026,15,12,5,3,3,2,"5"
2018,50513,1035,22,30,3,9,-8,-6,"5"
2019,50513,1022,31,30,4,9,1,-5,"5"
2020,50513,1015,32,46,9,2,-14,7,"5"
2021,50513,1007,33,41,5,5,-8,0,"5"
2022,50513,1002,54,24,7,5,30,2,"5"
2023,50513,1043,25,46,10,4,-21,6,"5"
2002,50514,329,3,9,2,0,-6,2,"5"
2003,50514,324,11,8,0,1,3,-1,"5"
2004,50514,326,3,11,3,0,-8,3,"5"
2005,50514,329,3,8,0,0,-5,0,"5"
2006,50514,323,0,4,4,2,-4,2,"5"
2007,50514,323,6,5,6,6,1,0,"5"
2008,50514,325,5,15,1,0,-10,1,"5"
2009,50514,320,8,13,3,0,-5,3,"5"
2010,50514,320,6,10,1,0,-4,1,"5"
2011,50514,319,10,11,1,1,-1,0,"5"
2012,50514,320,5,15,1,3,-10,-2,"5"
2013,50514,311,7,12,0,0,-5,0,"5"
2014,50514,307,1,6,2,1,-5,1,"5"
2015,50514,304,7,12,1,2,-5,-1,"5"
2016,50514,305,7,4,0,1,3,-1,"5"
2017,50514,310,8,12,0,0,-4,0,"5"
2018,50514,306,7,10,1,0,-3,1,"5"
2019,50514,305,6,4,1,1,2,0,"5"
2020,50514,309,5,6,1,1,-1,0,"5"
2021,50514,311,6,8,1,2,-2,-1,"5"
2022,50514,306,11,13,3,2,-2,1,"5"
2023,50514,307,13,17,1,3,-4,-2,"5"
2002,50515,1253,7,26,3,2,-19,1,"5"
2003,50515,1237,10,18,2,1,-8,1,"5"
2004,50515,1242,9,24,0,2,-15,-2,"5"
2005,50515,1236,16,19,0,0,-3,0,"5"
2006,50515,1233,4,18,1,0,-14,1,"5"
2007,50515,1224,7,30,1,2,-23,-1,"5"
2008,50515,1213,24,37,5,1,-13,4,"5"
2009,50515,1211,13,29,3,3,-16,0,"5"
2010,50515,1196,7,12,2,1,-5,1,"5"
2011,50515,1203,10,34,1,0,-24,1,"5"
2012,50515,1185,21,28,3,0,-7,3,"5"
2013,50515,1192,25,43,1,0,-18,1,"5"
2014,50515,1170,31,34,1,2,-3,-1,"5"
2015,50515,1173,17,14,5,6,3,-1,"5"
2016,50515,1184,25,20,10,3,5,7,"5"
2017,50515,1202,17,23,4,11,-6,-7,"5"
2018,50515,1196,23,43,9,2,-20,7,"5"
2019,50515,1187,8,20,3,4,-12,-1,"5"
2020,50515,1171,20,19,0,2,1,-2,"5"
2021,50515,1170,15,21,6,5,-6,1,"5"
2022,50515,1168,30,28,10,3,2,7,"5"
2023,50515,1182,16,23,2,11,-7,-9,"5"
2002,50601,3880,97,118,10,14,-21,-4,"5"
2003,50601,3873,78,91,19,11,-13,8,"5"
2004,50601,3890,97,92,27,23,5,4,"5"
2005,50601,3894,92,87,17,15,5,2,"5"
2006,50601,3919,72,95,12,12,-23,0,"5"
2007,50601,3902,119,94,12,24,25,-12,"5"
2008,50601,3911,75,83,26,16,-8,10,"5"
2009,50601,3928,100,102,12,7,-2,5,"5"
2010,50601,3934,85,95,12,12,-10,0,"5"
2011,50601,3936,73,82,16,16,-9,0,"5"
2012,50601,3930,80,87,13,13,-7,0,"5"
2013,50601,3938,98,126,17,5,-28,12,"5"
2014,50601,3940,105,124,17,12,-19,5,"5"
2015,50601,3930,85,89,18,8,-4,10,"5"
2016,50601,3936,122,119,36,13,3,23,"5"
2017,50601,3963,74,120,25,18,-46,7,"5"
2018,50601,3936,98,89,14,11,9,3,"5"
2019,50601,3938,80,90,25,17,-10,8,"5"
2020,50601,3935,85,83,26,13,2,13,"5"
2021,50601,3957,102,73,31,14,29,17,"5"
2022,50601,4000,104,88,38,16,16,22,"5"
2023,50601,4031,130,95,33,21,35,12,"5"
2002,50602,4395,160,202,41,46,-42,-5,"5"
2003,50602,4330,178,136,26,18,42,8,"5"
2004,50602,4371,169,176,39,33,-7,6,"5"
2005,50602,4367,144,140,37,21,4,16,"5"
2006,50602,4395,170,165,41,23,5,18,"5"
2007,50602,4432,174,174,37,52,0,-15,"5"
2008,50602,4419,162,150,24,44,12,-20,"5"
2009,50602,4400,170,162,38,52,8,-14,"5"
2010,50602,4403,201,167,31,29,34,2,"5"
2011,50602,4447,189,194,28,16,-5,12,"5"
2012,50602,4461,237,206,36,30,31,6,"5"
2013,50602,4491,232,216,46,19,16,27,"5"
2014,50602,4535,242,247,76,27,-5,49,"5"
2015,50602,4587,248,298,111,36,-50,75,"5"
2016,50602,4611,218,203,51,27,15,24,"5"
2017,50602,4644,235,205,53,41,30,12,"5"
2018,50602,4699,300,226,40,40,74,0,"5"
2019,50602,4771,237,231,55,52,6,3,"5"
2020,50602,4802,260,261,57,34,-1,23,"5"
2021,50602,4828,304,284,85,43,20,42,"5"
2022,50602,4895,299,266,138,59,33,79,"5"
2023,50602,4990,254,285,99,81,-31,18,"5"
2002,50603,802,14,16,1,11,-2,-10,"5"
2003,50603,798,6,17,4,5,-11,-1,"5"
2004,50603,790,12,17,6,0,-5,6,"5"
2005,50603,799,13,18,6,1,-5,5,"5"
2006,50603,803,9,32,1,4,-23,-3,"5"
2007,50603,781,18,23,10,3,-5,7,"5"
